Round,Language,Fibonacci Number,Implementation,Time Elsaped,Operation Count
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,475,Dynamic,0.0001437664, 3324
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,476,Iterative,0.0000207424, 1428
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,476,Dynamic,0.0001657009, 3331
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,477,Iterative,0.0000216961, 1431
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,477,Dynamic,0.0001444817, 3338
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,478,Iterative,0.0000195503, 1434
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,478,Dynamic,0.0001504421, 3345
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,479,Iterative,0.0000193119, 1437
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,479,Dynamic,0.0002274513, 3352
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,480,Iterative,0.0000202656, 1440
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,480,Dynamic,0.0001409054, 3359
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,481,Iterative,0.0000193119, 1443
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,481,Dynamic,0.0001556873, 3366
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,482,Iterative,0.0000197887, 1446
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,482,Dynamic,0.0001711845, 3373
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,483,Iterative,0.0000188351, 1449
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,483,Dynamic,0.0001525879, 3380
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,484,Iterative,0.0000193119, 1452
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,484,Dynamic,0.0002951622, 3387
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,485,Iterative,0.0000197887, 1455
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,485,Dynamic,0.0001578331, 3394
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,486,Iterative,0.0000185966, 1458
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,486,Dynamic,0.0001630783, 3401
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,487,Iterative,0.0000200272, 1461
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,487,Dynamic,0.0001571178, 3408
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,488,Iterative,0.0000197887, 1464
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,488,Dynamic,0.0001554489, 3415
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,489,Iterative,0.0000197887, 1467
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,489,Dynamic,0.0001735687, 3422
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,490,Iterative,0.0000197887, 1470
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,490,Dynamic,0.0001537800, 3429
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,491,Iterative,0.0000190735, 1473
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,491,Dynamic,0.0001521111, 3436
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,492,Iterative,0.0000216961, 1476
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,492,Dynamic,0.0001721382, 3443
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,493,Iterative,0.0000197887, 1479
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,493,Dynamic,0.0001568794, 3450
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,494,Iterative,0.0000214577, 1482
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,494,Dynamic,0.0001528263, 3457
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,495,Iterative,0.0000202656, 1485
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,495,Dynamic,0.0001587868, 3464
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,496,Iterative,0.0000197887, 1488
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,496,Dynamic,0.0001516342, 3471
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,497,Iterative,0.0000202656, 1491
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,497,Dynamic,0.0001492500, 3478
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,498,Iterative,0.0000197887, 1494
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,498,Dynamic,0.0001685619, 3485
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,499,Iterative,0.0000214577, 1497
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,499,Dynamic,0.0001602173, 3492
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,500,Iterative,0.0000195503, 1500
ddaae3078e3240ac9b2d1f20b8f7ac0e,Python,500,Dynamic,0.0001487732, 3499
683f26ea92d8472090315fad8faa3d50,Python,1,Iterative,0.0000009537, 2
683f26ea92d8472090315fad8faa3d50,Python,1,Dynamic,0.0000011921, 2
683f26ea92d8472090315fad8faa3d50,Python,1,Recursive,0.0000007153, 2
683f26ea92d8472090315fad8faa3d50,Python,2,Iterative,0.0000011921, 6
683f26ea92d8472090315fad8faa3d50,Python,2,Dynamic,0.0000021458, 13
683f26ea92d8472090315fad8faa3d50,Python,2,Recursive,0.0000014305, 8
683f26ea92d8472090315fad8faa3d50,Python,3,Iterative,0.0000014305, 9
683f26ea92d8472090315fad8faa3d50,Python,3,Dynamic,0.0000033379, 20
683f26ea92d8472090315fad8faa3d50,Python,3,Recursive,0.0000021458, 14
683f26ea92d8472090315fad8faa3d50,Python,4,Iterative,0.0000014305, 12
683f26ea92d8472090315fad8faa3d50,Python,4,Dynamic,0.0000035763, 27
683f26ea92d8472090315fad8faa3d50,Python,4,Recursive,0.0000028610, 26
683f26ea92d8472090315fad8faa3d50,Python,5,Iterative,0.0000016689, 15
683f26ea92d8472090315fad8faa3d50,Python,5,Dynamic,0.0000035763, 34
683f26ea92d8472090315fad8faa3d50,Python,5,Recursive,0.0000030994, 44
683f26ea92d8472090315fad8faa3d50,Python,6,Iterative,0.0000019073, 18
683f26ea92d8472090315fad8faa3d50,Python,6,Dynamic,0.0000035763, 41
683f26ea92d8472090315fad8faa3d50,Python,6,Recursive,0.0000042915, 74
683f26ea92d8472090315fad8faa3d50,Python,7,Iterative,0.0000011921, 21
683f26ea92d8472090315fad8faa3d50,Python,7,Dynamic,0.0000040531, 48
683f26ea92d8472090315fad8faa3d50,Python,7,Recursive,0.0000047684, 122
683f26ea92d8472090315fad8faa3d50,Python,8,Iterative,0.0000016689, 24
683f26ea92d8472090315fad8faa3d50,Python,8,Dynamic,0.0000038147, 55
683f26ea92d8472090315fad8faa3d50,Python,8,Recursive,0.0000059605, 200
683f26ea92d8472090315fad8faa3d50,Python,9,Iterative,0.0000011921, 27
683f26ea92d8472090315fad8faa3d50,Python,9,Dynamic,0.0000042915, 62
683f26ea92d8472090315fad8faa3d50,Python,9,Recursive,0.0000085831, 326
683f26ea92d8472090315fad8faa3d50,Python,10,Iterative,0.0000019073, 30
683f26ea92d8472090315fad8faa3d50,Python,10,Dynamic,0.0000040531, 69
683f26ea92d8472090315fad8faa3d50,Python,10,Recursive,0.0000128746, 530
683f26ea92d8472090315fad8faa3d50,Python,11,Iterative,0.0000019073, 33
683f26ea92d8472090315fad8faa3d50,Python,11,Dynamic,0.0000045300, 76
683f26ea92d8472090315fad8faa3d50,Python,11,Recursive,0.0000193119, 860
683f26ea92d8472090315fad8faa3d50,Python,12,Iterative,0.0000016689, 36
683f26ea92d8472090315fad8faa3d50,Python,12,Dynamic,0.0000050068, 83
683f26ea92d8472090315fad8faa3d50,Python,12,Recursive,0.0000295639, 1394
683f26ea92d8472090315fad8faa3d50,Python,13,Iterative,0.0000019073, 39
683f26ea92d8472090315fad8faa3d50,Python,13,Dynamic,0.0000050068, 90
683f26ea92d8472090315fad8faa3d50,Python,13,Recursive,0.0000455379, 2258
683f26ea92d8472090315fad8faa3d50,Python,14,Iterative,0.0000016689, 42
683f26ea92d8472090315fad8faa3d50,Python,14,Dynamic,0.0000052452, 97
683f26ea92d8472090315fad8faa3d50,Python,14,Recursive,0.0000753403, 3656
683f26ea92d8472090315fad8faa3d50,Python,15,Iterative,0.0000019073, 45
683f26ea92d8472090315fad8faa3d50,Python,15,Dynamic,0.0000050068, 104
683f26ea92d8472090315fad8faa3d50,Python,15,Recursive,0.0001168251, 5918
683f26ea92d8472090315fad8faa3d50,Python,16,Iterative,0.0000023842, 48
683f26ea92d8472090315fad8faa3d50,Python,16,Dynamic,0.0000054836, 111
683f26ea92d8472090315fad8faa3d50,Python,16,Recursive,0.0002205372, 9578
683f26ea92d8472090315fad8faa3d50,Python,17,Iterative,0.0000028610, 51
683f26ea92d8472090315fad8faa3d50,Python,17,Dynamic,0.0000059605, 118
683f26ea92d8472090315fad8faa3d50,Python,17,Recursive,0.0003092289, 15500
683f26ea92d8472090315fad8faa3d50,Python,18,Iterative,0.0000026226, 54
683f26ea92d8472090315fad8faa3d50,Python,18,Dynamic,0.0000057220, 125
683f26ea92d8472090315fad8faa3d50,Python,18,Recursive,0.0005300045, 25082
683f26ea92d8472090315fad8faa3d50,Python,19,Iterative,0.0000019073, 57
683f26ea92d8472090315fad8faa3d50,Python,19,Dynamic,0.0000059605, 132
683f26ea92d8472090315fad8faa3d50,Python,19,Recursive,0.0008423328, 40586
683f26ea92d8472090315fad8faa3d50,Python,20,Iterative,0.0000023842, 60
683f26ea92d8472090315fad8faa3d50,Python,20,Dynamic,0.0000057220, 139
683f26ea92d8472090315fad8faa3d50,Python,20,Recursive,0.0012192726, 65672
683f26ea92d8472090315fad8faa3d50,Python,21,Iterative,0.0000023842, 63
683f26ea92d8472090315fad8faa3d50,Python,21,Dynamic,0.0000071526, 146
683f26ea92d8472090315fad8faa3d50,Python,21,Recursive,0.0019779205, 106262
683f26ea92d8472090315fad8faa3d50,Python,22,Iterative,0.0000026226, 66
683f26ea92d8472090315fad8faa3d50,Python,22,Dynamic,0.0000064373, 153
683f26ea92d8472090315fad8faa3d50,Python,22,Recursive,0.0031812191, 171938
683f26ea92d8472090315fad8faa3d50,Python,23,Iterative,0.0000021458, 69
683f26ea92d8472090315fad8faa3d50,Python,23,Dynamic,0.0000057220, 160
683f26ea92d8472090315fad8faa3d50,Python,23,Recursive,0.0051805973, 278204
683f26ea92d8472090315fad8faa3d50,Python,24,Iterative,0.0000021458, 72
683f26ea92d8472090315fad8faa3d50,Python,24,Dynamic,0.0000059605, 167
683f26ea92d8472090315fad8faa3d50,Python,24,Recursive,0.0087251663, 450146
683f26ea92d8472090315fad8faa3d50,Python,25,Iterative,0.0000023842, 75
683f26ea92d8472090315fad8faa3d50,Python,25,Dynamic,0.0000081062, 174
683f26ea92d8472090315fad8faa3d50,Python,26,Iterative,0.0000021458, 78
683f26ea92d8472090315fad8faa3d50,Python,26,Dynamic,0.0000069141, 181
683f26ea92d8472090315fad8faa3d50,Python,27,Iterative,0.0000023842, 81
683f26ea92d8472090315fad8faa3d50,Python,27,Dynamic,0.0000071526, 188
683f26ea92d8472090315fad8faa3d50,Python,28,Iterative,0.0000026226, 84
683f26ea92d8472090315fad8faa3d50,Python,28,Dynamic,0.0000061989, 195
683f26ea92d8472090315fad8faa3d50,Python,29,Iterative,0.0000028610, 87
683f26ea92d8472090315fad8faa3d50,Python,29,Dynamic,0.0000066757, 202
683f26ea92d8472090315fad8faa3d50,Python,30,Iterative,0.0000023842, 90
683f26ea92d8472090315fad8faa3d50,Python,30,Dynamic,0.0000081062, 209
683f26ea92d8472090315fad8faa3d50,Python,31,Iterative,0.0000023842, 93
683f26ea92d8472090315fad8faa3d50,Python,31,Dynamic,0.0000073910, 216
683f26ea92d8472090315fad8faa3d50,Python,32,Iterative,0.0000028610, 96
683f26ea92d8472090315fad8faa3d50,Python,32,Dynamic,0.0000069141, 223
683f26ea92d8472090315fad8faa3d50,Python,33,Iterative,0.0000023842, 99
683f26ea92d8472090315fad8faa3d50,Python,33,Dynamic,0.0000069141, 230
683f26ea92d8472090315fad8faa3d50,Python,34,Iterative,0.0000026226, 102
683f26ea92d8472090315fad8faa3d50,Python,34,Dynamic,0.0000073910, 237
683f26ea92d8472090315fad8faa3d50,Python,35,Iterative,0.0000026226, 105
683f26ea92d8472090315fad8faa3d50,Python,35,Dynamic,0.0000073910, 244
683f26ea92d8472090315fad8faa3d50,Python,36,Iterative,0.0000026226, 108
683f26ea92d8472090315fad8faa3d50,Python,36,Dynamic,0.0000078678, 251
683f26ea92d8472090315fad8faa3d50,Python,37,Iterative,0.0000028610, 111
683f26ea92d8472090315fad8faa3d50,Python,37,Dynamic,0.0000076294, 258
683f26ea92d8472090315fad8faa3d50,Python,38,Iterative,0.0000026226, 114
683f26ea92d8472090315fad8faa3d50,Python,38,Dynamic,0.0000071526, 265
683f26ea92d8472090315fad8faa3d50,Python,39,Iterative,0.0000028610, 117
683f26ea92d8472090315fad8faa3d50,Python,39,Dynamic,0.0000076294, 272
683f26ea92d8472090315fad8faa3d50,Python,40,Iterative,0.0000028610, 120
683f26ea92d8472090315fad8faa3d50,Python,40,Dynamic,0.0000088215, 279
683f26ea92d8472090315fad8faa3d50,Python,41,Iterative,0.0000028610, 123
683f26ea92d8472090315fad8faa3d50,Python,41,Dynamic,0.0000085831, 286
683f26ea92d8472090315fad8faa3d50,Python,42,Iterative,0.0000028610, 126
683f26ea92d8472090315fad8faa3d50,Python,42,Dynamic,0.0000081062, 293
683f26ea92d8472090315fad8faa3d50,Python,43,Iterative,0.0000026226, 129
683f26ea92d8472090315fad8faa3d50,Python,43,Dynamic,0.0000085831, 300
683f26ea92d8472090315fad8faa3d50,Python,44,Iterative,0.0000040531, 132
683f26ea92d8472090315fad8faa3d50,Python,44,Dynamic,0.0000104904, 307
683f26ea92d8472090315fad8faa3d50,Python,45,Iterative,0.0000026226, 135
683f26ea92d8472090315fad8faa3d50,Python,45,Dynamic,0.0000104904, 314
683f26ea92d8472090315fad8faa3d50,Python,46,Iterative,0.0000030994, 138
683f26ea92d8472090315fad8faa3d50,Python,46,Dynamic,0.0000135899, 321
683f26ea92d8472090315fad8faa3d50,Python,47,Iterative,0.0000030994, 141
683f26ea92d8472090315fad8faa3d50,Python,47,Dynamic,0.0000102520, 328
683f26ea92d8472090315fad8faa3d50,Python,48,Iterative,0.0000035763, 144
683f26ea92d8472090315fad8faa3d50,Python,48,Dynamic,0.0000104904, 335
683f26ea92d8472090315fad8faa3d50,Python,49,Iterative,0.0000033379, 147
683f26ea92d8472090315fad8faa3d50,Python,49,Dynamic,0.0000112057, 342
683f26ea92d8472090315fad8faa3d50,Python,50,Iterative,0.0000033379, 150
683f26ea92d8472090315fad8faa3d50,Python,50,Dynamic,0.0000107288, 349
683f26ea92d8472090315fad8faa3d50,Python,51,Iterative,0.0000035763, 153
683f26ea92d8472090315fad8faa3d50,Python,51,Dynamic,0.0000112057, 356
683f26ea92d8472090315fad8faa3d50,Python,52,Iterative,0.0000033379, 156
683f26ea92d8472090315fad8faa3d50,Python,52,Dynamic,0.0000104904, 363
683f26ea92d8472090315fad8faa3d50,Python,53,Iterative,0.0000033379, 159
683f26ea92d8472090315fad8faa3d50,Python,53,Dynamic,0.0000114441, 370
683f26ea92d8472090315fad8faa3d50,Python,54,Iterative,0.0000033379, 162
683f26ea92d8472090315fad8faa3d50,Python,54,Dynamic,0.0000114441, 377
683f26ea92d8472090315fad8faa3d50,Python,55,Iterative,0.0000035763, 165
683f26ea92d8472090315fad8faa3d50,Python,55,Dynamic,0.0000119209, 384
683f26ea92d8472090315fad8faa3d50,Python,56,Iterative,0.0000035763, 168
683f26ea92d8472090315fad8faa3d50,Python,56,Dynamic,0.0000116825, 391
683f26ea92d8472090315fad8faa3d50,Python,57,Iterative,0.0000033379, 171
683f26ea92d8472090315fad8faa3d50,Python,57,Dynamic,0.0000116825, 398
683f26ea92d8472090315fad8faa3d50,Python,58,Iterative,0.0000035763, 174
683f26ea92d8472090315fad8faa3d50,Python,58,Dynamic,0.0000121593, 405
683f26ea92d8472090315fad8faa3d50,Python,59,Iterative,0.0000038147, 177
683f26ea92d8472090315fad8faa3d50,Python,59,Dynamic,0.0000123978, 412
683f26ea92d8472090315fad8faa3d50,Python,60,Iterative,0.0000035763, 180
683f26ea92d8472090315fad8faa3d50,Python,60,Dynamic,0.0000123978, 419
683f26ea92d8472090315fad8faa3d50,Python,61,Iterative,0.0000038147, 183
683f26ea92d8472090315fad8faa3d50,Python,61,Dynamic,0.0000126362, 426
683f26ea92d8472090315fad8faa3d50,Python,62,Iterative,0.0000040531, 186
683f26ea92d8472090315fad8faa3d50,Python,62,Dynamic,0.0000119209, 433
683f26ea92d8472090315fad8faa3d50,Python,63,Iterative,0.0000035763, 189
683f26ea92d8472090315fad8faa3d50,Python,63,Dynamic,0.0000121593, 440
683f26ea92d8472090315fad8faa3d50,Python,64,Iterative,0.0000035763, 192
683f26ea92d8472090315fad8faa3d50,Python,64,Dynamic,0.0000126362, 447
683f26ea92d8472090315fad8faa3d50,Python,65,Iterative,0.0000035763, 195
683f26ea92d8472090315fad8faa3d50,Python,65,Dynamic,0.0000126362, 454
683f26ea92d8472090315fad8faa3d50,Python,66,Iterative,0.0000038147, 198
683f26ea92d8472090315fad8faa3d50,Python,66,Dynamic,0.0000123978, 461
683f26ea92d8472090315fad8faa3d50,Python,67,Iterative,0.0000040531, 201
683f26ea92d8472090315fad8faa3d50,Python,67,Dynamic,0.0000135899, 468
683f26ea92d8472090315fad8faa3d50,Python,68,Iterative,0.0000040531, 204
683f26ea92d8472090315fad8faa3d50,Python,68,Dynamic,0.0000128746, 475
683f26ea92d8472090315fad8faa3d50,Python,69,Iterative,0.0000038147, 207
683f26ea92d8472090315fad8faa3d50,Python,69,Dynamic,0.0000143051, 482
683f26ea92d8472090315fad8faa3d50,Python,70,Iterative,0.0000038147, 210
683f26ea92d8472090315fad8faa3d50,Python,70,Dynamic,0.0000133514, 489
683f26ea92d8472090315fad8faa3d50,Python,71,Iterative,0.0000040531, 213
683f26ea92d8472090315fad8faa3d50,Python,71,Dynamic,0.0000150204, 496
683f26ea92d8472090315fad8faa3d50,Python,72,Iterative,0.0000038147, 216
683f26ea92d8472090315fad8faa3d50,Python,72,Dynamic,0.0000145435, 503
683f26ea92d8472090315fad8faa3d50,Python,73,Iterative,0.0000040531, 219
683f26ea92d8472090315fad8faa3d50,Python,73,Dynamic,0.0000138283, 510
683f26ea92d8472090315fad8faa3d50,Python,74,Iterative,0.0000040531, 222
683f26ea92d8472090315fad8faa3d50,Python,74,Dynamic,0.0000138283, 517
683f26ea92d8472090315fad8faa3d50,Python,75,Iterative,0.0000040531, 225
683f26ea92d8472090315fad8faa3d50,Python,75,Dynamic,0.0000152588, 524
683f26ea92d8472090315fad8faa3d50,Python,76,Iterative,0.0000038147, 228
683f26ea92d8472090315fad8faa3d50,Python,76,Dynamic,0.0000150204, 531
683f26ea92d8472090315fad8faa3d50,Python,77,Iterative,0.0000042915, 231
683f26ea92d8472090315fad8faa3d50,Python,77,Dynamic,0.0000140667, 538
683f26ea92d8472090315fad8faa3d50,Python,78,Iterative,0.0000045300, 234
683f26ea92d8472090315fad8faa3d50,Python,78,Dynamic,0.0000152588, 545
683f26ea92d8472090315fad8faa3d50,Python,79,Iterative,0.0000042915, 237
683f26ea92d8472090315fad8faa3d50,Python,79,Dynamic,0.0000147820, 552
683f26ea92d8472090315fad8faa3d50,Python,80,Iterative,0.0000045300, 240
683f26ea92d8472090315fad8faa3d50,Python,80,Dynamic,0.0000183582, 559
683f26ea92d8472090315fad8faa3d50,Python,81,Iterative,0.0000040531, 243
683f26ea92d8472090315fad8faa3d50,Python,81,Dynamic,0.0000162125, 566
683f26ea92d8472090315fad8faa3d50,Python,82,Iterative,0.0000040531, 246
683f26ea92d8472090315fad8faa3d50,Python,82,Dynamic,0.0000147820, 573
683f26ea92d8472090315fad8faa3d50,Python,83,Iterative,0.0000040531, 249
683f26ea92d8472090315fad8faa3d50,Python,83,Dynamic,0.0000150204, 580
683f26ea92d8472090315fad8faa3d50,Python,84,Iterative,0.0000047684, 252
683f26ea92d8472090315fad8faa3d50,Python,84,Dynamic,0.0000152588, 587
683f26ea92d8472090315fad8faa3d50,Python,85,Iterative,0.0000045300, 255
683f26ea92d8472090315fad8faa3d50,Python,85,Dynamic,0.0000162125, 594
683f26ea92d8472090315fad8faa3d50,Python,86,Iterative,0.0000042915, 258
683f26ea92d8472090315fad8faa3d50,Python,86,Dynamic,0.0000169277, 601
683f26ea92d8472090315fad8faa3d50,Python,87,Iterative,0.0000050068, 261
683f26ea92d8472090315fad8faa3d50,Python,87,Dynamic,0.0000169277, 608
683f26ea92d8472090315fad8faa3d50,Python,88,Iterative,0.0000050068, 264
683f26ea92d8472090315fad8faa3d50,Python,88,Dynamic,0.0000169277, 615
683f26ea92d8472090315fad8faa3d50,Python,89,Iterative,0.0000047684, 267
683f26ea92d8472090315fad8faa3d50,Python,89,Dynamic,0.0000171661, 622
683f26ea92d8472090315fad8faa3d50,Python,90,Iterative,0.0000045300, 270
683f26ea92d8472090315fad8faa3d50,Python,90,Dynamic,0.0000166893, 629
683f26ea92d8472090315fad8faa3d50,Python,91,Iterative,0.0000052452, 273
683f26ea92d8472090315fad8faa3d50,Python,91,Dynamic,0.0000174046, 636
683f26ea92d8472090315fad8faa3d50,Python,92,Iterative,0.0000047684, 276
683f26ea92d8472090315fad8faa3d50,Python,92,Dynamic,0.0000166893, 643
683f26ea92d8472090315fad8faa3d50,Python,93,Iterative,0.0000045300, 279
683f26ea92d8472090315fad8faa3d50,Python,93,Dynamic,0.0000329018, 650
683f26ea92d8472090315fad8faa3d50,Python,94,Iterative,0.0000052452, 282
683f26ea92d8472090315fad8faa3d50,Python,94,Dynamic,0.0000398159, 657
683f26ea92d8472090315fad8faa3d50,Python,95,Iterative,0.0000054836, 285
683f26ea92d8472090315fad8faa3d50,Python,95,Dynamic,0.0000352859, 664
683f26ea92d8472090315fad8faa3d50,Python,96,Iterative,0.0000050068, 288
683f26ea92d8472090315fad8faa3d50,Python,96,Dynamic,0.0000369549, 671
683f26ea92d8472090315fad8faa3d50,Python,97,Iterative,0.0000052452, 291
683f26ea92d8472090315fad8faa3d50,Python,97,Dynamic,0.0000364780, 678
683f26ea92d8472090315fad8faa3d50,Python,98,Iterative,0.0000050068, 294
683f26ea92d8472090315fad8faa3d50,Python,98,Dynamic,0.0000374317, 685
683f26ea92d8472090315fad8faa3d50,Python,99,Iterative,0.0000054836, 297
683f26ea92d8472090315fad8faa3d50,Python,99,Dynamic,0.0000350475, 692
683f26ea92d8472090315fad8faa3d50,Python,100,Iterative,0.0000050068, 300
683f26ea92d8472090315fad8faa3d50,Python,100,Dynamic,0.0000343323, 699
683f26ea92d8472090315fad8faa3d50,Python,101,Iterative,0.0000054836, 303
683f26ea92d8472090315fad8faa3d50,Python,101,Dynamic,0.0000343323, 706
683f26ea92d8472090315fad8faa3d50,Python,102,Iterative,0.0000050068, 306
683f26ea92d8472090315fad8faa3d50,Python,102,Dynamic,0.0000364780, 713
683f26ea92d8472090315fad8faa3d50,Python,103,Iterative,0.0000052452, 309
683f26ea92d8472090315fad8faa3d50,Python,103,Dynamic,0.0000419617, 720
683f26ea92d8472090315fad8faa3d50,Python,104,Iterative,0.0000057220, 312
683f26ea92d8472090315fad8faa3d50,Python,104,Dynamic,0.0000352859, 727
683f26ea92d8472090315fad8faa3d50,Python,105,Iterative,0.0000057220, 315
683f26ea92d8472090315fad8faa3d50,Python,105,Dynamic,0.0000338554, 734
683f26ea92d8472090315fad8faa3d50,Python,106,Iterative,0.0000054836, 318
683f26ea92d8472090315fad8faa3d50,Python,106,Dynamic,0.0000352859, 741
683f26ea92d8472090315fad8faa3d50,Python,107,Iterative,0.0000059605, 321
683f26ea92d8472090315fad8faa3d50,Python,107,Dynamic,0.0000369549, 748
683f26ea92d8472090315fad8faa3d50,Python,108,Iterative,0.0000059605, 324
683f26ea92d8472090315fad8faa3d50,Python,108,Dynamic,0.0000376701, 755
683f26ea92d8472090315fad8faa3d50,Python,109,Iterative,0.0000050068, 327
683f26ea92d8472090315fad8faa3d50,Python,109,Dynamic,0.0000355244, 762
683f26ea92d8472090315fad8faa3d50,Python,110,Iterative,0.0000059605, 330
683f26ea92d8472090315fad8faa3d50,Python,110,Dynamic,0.0000364780, 769
683f26ea92d8472090315fad8faa3d50,Python,111,Iterative,0.0000057220, 333
683f26ea92d8472090315fad8faa3d50,Python,111,Dynamic,0.0000360012, 776
683f26ea92d8472090315fad8faa3d50,Python,112,Iterative,0.0000059605, 336
683f26ea92d8472090315fad8faa3d50,Python,112,Dynamic,0.0000395775, 783
683f26ea92d8472090315fad8faa3d50,Python,113,Iterative,0.0000059605, 339
683f26ea92d8472090315fad8faa3d50,Python,113,Dynamic,0.0000360012, 790
683f26ea92d8472090315fad8faa3d50,Python,114,Iterative,0.0000054836, 342
683f26ea92d8472090315fad8faa3d50,Python,114,Dynamic,0.0000391006, 797
683f26ea92d8472090315fad8faa3d50,Python,115,Iterative,0.0000059605, 345
683f26ea92d8472090315fad8faa3d50,Python,115,Dynamic,0.0000367165, 804
683f26ea92d8472090315fad8faa3d50,Python,116,Iterative,0.0000059605, 348
683f26ea92d8472090315fad8faa3d50,Python,116,Dynamic,0.0000379086, 811
683f26ea92d8472090315fad8faa3d50,Python,117,Iterative,0.0000057220, 351
683f26ea92d8472090315fad8faa3d50,Python,117,Dynamic,0.0000414848, 818
683f26ea92d8472090315fad8faa3d50,Python,118,Iterative,0.0000052452, 354
683f26ea92d8472090315fad8faa3d50,Python,118,Dynamic,0.0000417233, 825
683f26ea92d8472090315fad8faa3d50,Python,119,Iterative,0.0000061989, 357
683f26ea92d8472090315fad8faa3d50,Python,119,Dynamic,0.0000391006, 832
683f26ea92d8472090315fad8faa3d50,Python,120,Iterative,0.0000057220, 360
683f26ea92d8472090315fad8faa3d50,Python,120,Dynamic,0.0000381470, 839
683f26ea92d8472090315fad8faa3d50,Python,121,Iterative,0.0000061989, 363
683f26ea92d8472090315fad8faa3d50,Python,121,Dynamic,0.0000422001, 846
683f26ea92d8472090315fad8faa3d50,Python,122,Iterative,0.0000061989, 366
683f26ea92d8472090315fad8faa3d50,Python,122,Dynamic,0.0000412464, 853
683f26ea92d8472090315fad8faa3d50,Python,123,Iterative,0.0000052452, 369
683f26ea92d8472090315fad8faa3d50,Python,123,Dynamic,0.0000391006, 860
683f26ea92d8472090315fad8faa3d50,Python,124,Iterative,0.0000057220, 372
683f26ea92d8472090315fad8faa3d50,Python,124,Dynamic,0.0000567436, 867
683f26ea92d8472090315fad8faa3d50,Python,125,Iterative,0.0000057220, 375
683f26ea92d8472090315fad8faa3d50,Python,125,Dynamic,0.0000429153, 874
683f26ea92d8472090315fad8faa3d50,Python,126,Iterative,0.0000064373, 378
683f26ea92d8472090315fad8faa3d50,Python,126,Dynamic,0.0000433922, 881
683f26ea92d8472090315fad8faa3d50,Python,127,Iterative,0.0000064373, 381
683f26ea92d8472090315fad8faa3d50,Python,127,Dynamic,0.0000398159, 888
683f26ea92d8472090315fad8faa3d50,Python,128,Iterative,0.0000064373, 384
683f26ea92d8472090315fad8faa3d50,Python,128,Dynamic,0.0000433922, 895
683f26ea92d8472090315fad8faa3d50,Python,129,Iterative,0.0000057220, 387
683f26ea92d8472090315fad8faa3d50,Python,129,Dynamic,0.0000395775, 902
683f26ea92d8472090315fad8faa3d50,Python,130,Iterative,0.0000061989, 390
